70.9333,1,100.333
70.95,1,100.533
70.9667,1,100.733
70.9833,1,100.933
71,1,101.133
71.0167,1,101.333
71.0333,1,101.533
71.05,1,101.733
71.0667,1,101.933
71.0833,1,102.133
71.1,1,102.333
71.1167,1,102.533
71.1333,1,102.733
71.15,1,102.933
71.1667,1,103.133
71.1833,1,103.333
71.2,1,103.533
71.2167,1,103.733
71.2333,1,103.933
71.25,1,104.133
71.2667,1,104.333
71.2833,1,104.533
71.3,1,104.733
71.3167,1,104.933
71.3333,1,105.133
71.35,1,105.333
71.3667,1,105.533
71.3833,1,105.733
71.4,1,105.933
71.4167,1,106.133
71.4333,1,106.333
71.45,1,106.533
71.4667,1,106.733
71.4833,1,106.933
71.5,1,107.133
71.5167,1,107.333
71.5333,1,107.534
71.55,1,107.734
71.5667,1,107.934
71.5833,1,108.134
71.6,1,108.334
71.6167,1,108.534
71.6333,1,108.734
71.65,1,108.934
71.6667,1,109.134
71.6833,1,109.334
71.7,1,109.534
71.7167,1,109.734
71.7333,1,109.934
71.75,1,110.134
71.7667,1,110.334
71.7833,1,110.534
71.8,1,110.734
71.8167,1,110.934
71.8333,1,111.134
71.85,1,111.334
71.8667,1,111.534
71.8833,1,111.734
71.9,1,111.934
71.9167,1,112.134
71.9333,1,112.334
71.95,1,112.534
71.9667,1,112.734
71.9833,1,112.934
72,1,113.134
72.0167,1,113.334
72.0333,1,113.534
72.05,1,113.734
72.0667,1,113.934
72.0833,1,114.134
72.1,1,114.334
72.1167,1,114.534
72.1333,1,114.734
72.15,1,114.934
72.1667,1,115.134
72.1833,1,115.334
72.2,1,115.534
72.2167,1,115.734
72.2333,1,115.934
72.25,1,116.134
72.2667,1,116.334
72.2833,1,116.534
72.3,1,116.734
72.3167,1,116.934
72.3333,1,117.134
72.35,1,117.334
72.3667,1,117.534
72.3833,1,117.734
72.4,1,117.934
72.4167,1,118.134
72.4333,1,118.334
72.45,1,118.534
72.4667,1,118.734
72.4833,1,118.934
72.5,1,119.134
72.5167,1,119.334
72.5333,1,119.534
72.55,1,119.734
72.5667,1,119.934
72.5833,1,120.134
72.6,1,120.334
72.6167,1,120.534
72.6333,1,120.734
72.65,1,120.934
72.6667,1,121.134
72.6833,1,121.334
72.7,1,121.534
72.7167,1,121.734
72.7333,1,121.934
72.75,1,122.134
72.7667,1,122.334
72.7833,1,122.534
72.8,1,122.734
72.8167,1,122.934
72.8333,1,123.134
72.85,1,123.334
72.8667,1,123.534
72.8833,1,123.734
72.9,1,123.934
72.9167,1,124.134
72.9333,1,124.334
72.95,1,124.534
72.9667,1,124.734
72.9833,1,124.934
73,1,125.134
73.0167,1,125.334
73.0333,1,125.534
73.05,1,125.734
73.0667,1,125.934
73.0833,1,126.134
73.1,1,126.334
73.1167,1,126.534
73.1333,1,126.734
73.15,1,126.934
73.1667,1,127.134
73.1833,1,127.334
73.2,1,127.534
73.2167,1,127.734
73.2333,1,127.934
73.25,1,128.134
73.2667,1,128.334
73.2833,1,128.534
73.3,1,128.734
73.3167,1,128.934
73.3333,1,129.134
73.35,1,129.334
73.3667,1,129.534
73.3833,1,129.734
73.4,1,129.934
73.4167,1,130.134
73.4333,1,130.334
73.45,1,130.534
73.4667,1,130.734
73.4833,1,130.934
73.5,1,131.134
73.5167,1,131.334
73.5333,1,131.534
73.55,1,131.734
73.5667,1,131.934
73.5833,1,132.134
73.6,1,132.334
73.6167,1,132.534
73.6333,1,132.734
73.65,1,132.934
73.6667,1,133.134
73.6833,1,133.334
73.7,1,133.534
73.7167,1,133.734
73.7333,1,133.934
73.75,1,134.134
73.7667,1,134.334
73.7833,1,134.534
73.8,1,134.734
73.8167,1,134.934
73.8333,1,135.134
73.85,1,135.334
73.8667,1,135.534
73.8833,1,135.734
73.9,1,135.934
73.9167,1,136.134
73.9333,1,136.334
73.95,1,136.534
73.9667,1,136.734
73.9833,1,136.934
74,1,137.134
74.0167,1,137.334
74.0333,1,137.534
74.05,1,137.734
74.0667,1,137.934
74.0833,1,138.134
74.1,1,138.334
74.1167,1,138.534
74.1333,1,138.734
74.15,1,138.934
74.1667,1,139.134
74.1833,1,139.334
74.2,1,139.534
74.2167,1,139.734
74.2333,1,139.934
74.25,1,140.134
74.2667,1,140.334
74.2833,1,140.534
74.3,1,140.734
74.3167,1,140.934
74.3333,1,141.134
74.35,1,141.334
74.3667,1,141.534
74.3833,1,141.734
74.4,1,141.934
74.4167,1,142.134
