0.15,1,0,1,0,1,56,2,0,0,0,1,2,0,0,0,1,1,-4995072469926809587,1,
2.22,5,0,5,0,5,48,2,0.6,0,0,0.4,2,0.6,0,0,0.4,1,-4995072469926809587,1,
