0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-4995072469926809587,0,30,27,30,27,26,
2.35,1,0,1,0,1,10,2,0,0,0,1,2,0,0,0,1,1,-4995072469926809587,1,29,23,28,24,23,
7.35,1,0,1,0,1,15,2,0,0,0,1,2,0,0,0,1,1,-4995072469926809587,1,29,20,24,24,17,
4,4,0,4,0,4,17,2.25,0.25,0.25,0,0.75,2.25,0.25,0.25,0,0.75,1,-4995072469926809587,1,26,17,23,22,14,
7.99,5,0,5,0,5,17,2.2,0.4,0.2,0,0.6,2.2,0.4,0.2,0,0.6,1,-4995072469926809587,1,25,16,23,22,14,
11.275,6,0,6,0,6,18,2.33333,0.333333,0.166667,0.166667,0.666667,2.33333,0.333333,0.166667,0.166667,0.666667,1,-4995072469926809587,1,24,16,21,22,12,
14.2429,7,0,7,0,7,19,2.28571,0.285714,0.142857,0.142857,0.714286,2.28571,0.285714,0.142857,0.142857,0.714286,1,-4995072469926809587,1,23,14,21,21,9,
16.9937,8,0,8,0,8,20,2.25,0.375,0.125,0.125,0.625,2.25,0.375,0.125,0.125,0.625,1,-4995072469926809587,1,22,10,20,20,8,
21.9937,8,0,8,0,8,22,2.25,0.375,0.125,0.125,0.625,2.25,0.375,0.125,0.125,0.625,1,-4995072469926809587,1,22,8,20,18,7,
24.3,9,0,9,0,9,23,2.44444,0.333333,0.111111,0.222222,0.777778,2.44444,0.333333,0.111111,0.222222,0.777778,1,-4995072469926809587,1,21,5,20,17,7,
29.3,9,0,9,0,9,23,2.44444,0.333333,0.111111,0.222222,0.777778,2.44444,0.333333,0.111111,0.222222,0.777778,1,-4995072469926809587,1,21,5,20,17,7,
30.995,10,0,10,0,10,22,2.5,0.4,0.1,0.3,0.7,2.6,0.4,0.1,0.3,0.7,1,-4995072469926809587,1,19,5,20,16,7,
35.995,10,0,10,0,10,23,2.5,0.4,0.1,0.3,0.7,2.6,0.4,0.1,0.3,0.7,1,-4995072469926809587,1,19,4,19,16,7,
34.4833,12,0,12,0,12,23,2.5,0.5,0.166667,0.25,0.583333,2.58333,0.5,0.166667,0.25,0.583333,1,-4995072469926809587,1,17,3,17,15,6,
39.4833,12,0,12,0,12,24,2.5,0.5,0.166667,0.25,0.583333,2.58333,0.5,0.166667,0.25,0.583333,1,-4995072469926809587,1,17,2,15,15,6,
44.4833,12,0,12,0,12,24,2.5,0.5,0.166667,0.25,0.583333,2.58333,0.5,0.166667,0.25,0.583333,1,-4995072469926809587,1,17,2,15,15,6,
49.4833,12,0,12,0,12,25,2.5,0.5,0.166667,0.25,0.583333,2.58333,0.5,0.166667,0.25,0.583333,1,-4995072469926809587,1,17,2,15,14,5,
50.4308,13,0,13,0,13,25,2.46154,0.461538,0.153846,0.230769,0.615385,2.61538,0.461538,0.153846,0.230769,0.615385,1,-4995072469926809587,1,15,2,14,12,4,
55.4308,13,0,13,0,13,25,2.46154,0.461538,0.153846,0.230769,0.615385,2.61538,0.461538,0.153846,0.230769,0.615385,1,-4995072469926809587,1,15,2,12,12,3,
60.4308,13,0,13,0,13,25,2.46154,0.461538,0.153846,0.230769,0.615385,2.61538,0.461538,0.153846,0.230769,0.615385,1,-4995072469926809587,1,15,2,12,12,3,
65.4308,13,0,13,0,13,25,2.46154,0.461538,0.153846,0.230769,0.615385,2.61538,0.461538,0.153846,0.230769,0.615385,1,-4995072469926809587,1,15,2,11,11,3,
61.5033,15,0,15,0,15,24,2.66667,0.4,0.333333,0.266667,0.666667,2.8,0.4,0.333333,0.266667,0.666667,1,-4995072469926809587,1,13,2,11,11,2,
62.4906,16,0,16,0,16,24,2.75,0.4375,0.375,0.3125,0.625,2.875,0.4375,0.375,0.3125,0.625,1,-4995072469926809587,1,12,2,10,10,0,
67.4906,16,0,16,0,16,24,2.75,0.4375,0.375,0.3125,0.625,2.875,0.4375,0.375,0.3125,0.625,1,-4995072469926809587,1,12,2,10,9,0,
72.4906,16,0,16,0,16,24,2.75,0.4375,0.375,0.3125,0.625,2.875,0.4375,0.375,0.3125,0.625,1,-4995072469926809587,1,12,2,10,9,0,
