0.15,1,0,1,0,1,56,2,0,0,0,1,2,0,0,0,1,
3.3,3,0,3,0,3,47,2.33333,0.333333,0,0.333333,0.666667,2.66667,0.333333,0,0.333333,0.666667,
4.47273,11,0,11,0,11,32,2.72727,0.363636,0.272727,0.363636,0.727273,3,0.363636,0.272727,0.454545,0.727273,
7.6,15,0,15,0,15,23,2.93333,0.533333,0.333333,0.333333,0.733333,3.2,0.533333,0.333333,0.4,0.733333,
12.6,15,0,15,0,15,22,2.93333,0.533333,0.333333,0.333333,0.733333,3.26667,0.533333,0.333333,0.4,0.733333,
15.0917,18,0,18,0,18,17,3.16667,0.555556,0.444444,0.388889,0.777778,3.61111,0.555556,0.5,0.444444,0.777778,
18.2125,20,0,20,0,20,15,3.15,0.55,0.45,0.4,0.75,3.55,0.55,0.5,0.45,0.75,
23.2125,20,0,20,0,20,15,3.15,0.55,0.45,0.4,0.75,3.55,0.55,0.5,0.45,0.75,
28.2125,20,0,20,0,20,15,3.15,0.55,0.45,0.4,0.75,3.6,0.55,0.5,0.45,0.75,
31.85,21,0,21,0,21,14,3.28571,0.571429,0.428571,0.428571,0.857143,3.7619,0.571429,0.47619,0.47619,0.857143,
