0.15,1,0,1,0,1,56,2,0,0,0,1,2,0,0,0,1,1,-4995072469926809587,1,
2.22,5,0,5,0,5,48,2,0.6,0,0,0.4,2,0.6,0,0,0.4,1,-4995072469926809587,1,
4.77727,11,0,11,0,11,36,2.18182,0.636364,0,0.0909091,0.454545,2.18182,0.636364,0,0.0909091,0.454545,1,-4995072469926809587,1,
8.10357,14,0,14,0,14,33,2.71429,0.714286,0.142857,0.285714,0.571429,2.71429,0.714286,0.142857,0.285714,0.571429,1,-4995072469926809587,1,
11.8906,16,0,16,0,16,29,2.625,0.6875,0.125,0.25,0.5625,2.75,0.6875,0.125,0.25,0.5625,1,-4995072469926809587,1,
