0,0,-1,95,0,0,1,0,
0,1,-1,150,1,0,0,0,
0,2,-1,151,0,0,1,0,
0,3,-1,177,1,0,0,0,
0,4,-1,195,1,0,0,0,
0,5,-1,199,1,0,0,1,
0,6,-1,233,1,0,0,0,
0,7,-1,240,0,0,1,0,
0,8,-1,245,0,0,1,0,
0,9,-1,253,1,0,0,0,
0,10,-1,289,1,0,1,0,
0,11,-1,349,0,0,1,1,
0,12,-1,362,0,2,1,1,
0,13,-1,365,3,0,1,1,
0,14,-1,421,1,0,0,0,
0,15,-1,439,0,0,1,0,
0,16,-1,593,0,0,1,0,
0,17,-1,780,0,1,1,0,
0,18,-1,788,1,0,0,0,
0,19,-1,981,2,3,0,1,
0,20,-1,1251,0,0,1,0,
0,21,-1,1294,1,0,0,1,
0,22,-1,1453,0,0,1,1,
2,-1,2145,
1,23,7,2351,0,1,0,0,
2,23,2352,
0,24,-1,2352,0,0,1,0,
2,6,2410,
2,3,3813,
2,1,4067,
2,4,4431,
0,25,-1,4431,0,0,1,1,
2,14,4628,
2,-1,4694,
0,26,-1,4777,0,2,1,1,
2,18,4786,
0,27,-1,5007,4,0,1,0,
2,-1,5223,
2,27,5287,
2,-1,5393,
0,28,-1,5433,0,2,1,1,
0,29,-1,5645,2,0,1,2,
1,30,9,5962,1,0,0,0,
1,31,2,5970,0,0,1,0,
2,30,6249,
2,9,6302,
2,-1,6920,
2,-1,8623,
0,32,-1,8752,2,2,0,1,
2,-1,8798,
2,-1,9118,
2,12,9362,
2,19,9719,
2,-1,10225,
2,-1,11121,
2,-1,11260,
2,-1,11888,
2,26,12528,
1,33,21,13495,2,0,0,0,
2,-1,13934,
2,11,14621,
2,-1,14899,
1,34,16,14972,0,0,1,0,
2,28,15558,
1,35,25,15567,0,0,1,1,
1,36,8,15802,0,0,1,0,
1,37,24,15868,0,0,1,0,
1,38,15,15927,0,0,1,0,
2,32,16612,
1,39,20,16881,0,0,1,0,
2,17,17132,
2,33,17151,
1,40,0,17703,0,0,1,0,
2,37,17995,
2,38,18476,
2,0,18923,
2,24,19022,
1,41,31,19112,0,0,1,0,
2,40,19273,
2,15,19383,
2,35,19839,
2,41,19846,
2,31,19903,
2,8,20561,
1,42,21,20576,0,0,1,1,
2,25,20601,
2,42,20747,
2,16,20829,
2,36,21108,
2,21,21485,
1,43,34,21581,0,0,1,0,
1,44,2,21794,0,0,1,0,
2,43,22137,
2,34,22137,
2,20,22160,
1,45,13,23075,3,0,1,1,
1,46,2,23079,0,0,1,0,
1,47,10,23277,1,0,1,0,
