0,0,-1,151,0,0,1,0,
0,1,-1,350,0,0,1,0,
0,2,-1,381,0,0,1,0,
0,3,-1,390,1,1,0,0,
0,4,-1,419,1,0,0,0,
0,5,-1,544,0,0,1,1,
0,6,-1,840,1,0,0,0,
0,7,-1,876,1,0,0,0,
0,8,-1,1065,1,0,0,0,
0,9,-1,1081,2,1,1,0,
0,10,-1,1155,0,1,1,0,
0,11,-1,1476,2,1,0,0,
0,12,-1,1789,0,0,2,1,
0,13,-1,1877,1,0,0,1,
0,14,-1,1933,1,0,0,1,
0,15,-1,1966,1,0,0,0,
0,16,-1,2237,1,0,0,0,
2,4,2505,
0,17,-1,2505,0,2,1,0,
0,18,-1,2790,0,1,1,0,
0,19,-1,2895,0,2,1,0,
0,20,-1,3335,0,0,2,0,
2,8,3655,
2,11,3967,
0,21,-1,3968,0,1,1,0,
2,6,4351,
0,22,-1,4460,1,1,2,1,
0,23,-1,4603,1,0,0,1,
2,15,4865,
0,24,-1,5656,2,3,2,1,
2,9,5657,
2,3,5840,
0,25,-1,5977,0,0,1,1,
0,26,-1,7281,1,0,2,3,
2,16,7694,
0,27,-1,7694,0,1,1,1,
0,28,-1,7750,1,0,0,0,
2,-1,8249,
2,-1,9216,
2,-1,9317,
0,29,-1,9635,0,2,1,1,
2,24,9698,
0,30,-1,9721,2,1,1,1,
2,-1,10298,
2,10,10585,
2,7,10943,
2,28,10955,
2,5,11934,
2,-1,12024,
2,18,12129,
2,-1,12296,
0,31,-1,12299,4,4,2,2,
2,17,12493,
0,32,-1,12706,1,1,0,1,
0,33,-1,13299,1,0,1,1,
2,19,13364,
2,0,14191,
2,-1,14750,
2,32,15337,
2,21,15651,
2,1,15766,
2,27,16344,
2,29,16495,
2,31,16810,
2,30,16986,
2,25,17710,
0,34,-1,18107,3,1,3,1,
2,-1,18253,
1,35,20,19884,0,1,1,0,
2,35,19905,
2,20,19905,
2,34,20922,
2,2,26698,
2,12,27048,
2,26,27930,
2,23,29141,
1,36,13,30459,1,0,0,1,
1,37,14,36424,1,0,0,1,
2,33,36845,
2,22,38976,
2,36,44151,
2,37,47534,
1,38,13,48514,1,0,0,1,
2,13,56444,
2,14,57312,
