0,0,-1,95,0,0,1,0,
0,1,-1,150,1,0,0,1,
0,2,-1,151,0,0,1,0,
0,3,-1,155,0,0,2,1,
0,4,-1,203,1,1,0,0,
0,5,-1,213,0,0,1,0,
0,6,-1,235,2,0,1,1,
0,7,-1,237,0,1,1,0,
0,8,-1,237,1,2,1,0,
0,9,-1,245,2,1,0,0,
0,10,-1,261,1,0,0,0,
0,11,-1,274,0,0,1,0,
0,12,-1,277,0,0,1,0,
0,13,-1,290,1,0,1,2,
0,14,-1,301,0,0,1,0,
0,15,-1,364,0,1,1,0,
0,16,-1,452,0,0,2,1,
0,17,-1,453,1,1,0,0,
0,18,-1,453,1,0,1,0,
0,19,-1,503,1,1,1,2,
1,20,2,542,0,0,1,0,
1,21,0,788,1,0,0,0,
2,17,1377,
1,22,21,1388,1,0,0,0,
0,23,-1,1600,1,2,1,2,
2,21,1646,
2,4,2816,
2,22,3369,
