0,0,-1,0,1,0,0,0,
0,1,-1,18,1,0,0,0,
0,2,-1,74,1,0,0,0,
0,3,-1,80,1,0,0,0,
0,4,-1,128,1,0,0,0,
0,5,-1,134,1,0,0,0,
0,6,-1,148,1,1,0,0,
0,7,-1,166,0,0,1,0,
0,8,-1,167,1,1,0,0,
0,9,-1,174,0,0,1,0,
0,10,-1,182,1,0,0,0,
0,11,-1,182,0,0,1,0,
0,12,-1,199,1,0,0,0,
0,13,-1,199,1,1,0,0,
0,14,-1,200,1,0,0,0,
0,15,-1,251,0,0,1,1,
0,16,-1,259,0,1,1,0,
0,17,-1,290,3,0,0,0,
0,18,-1,520,1,1,1,1,
0,19,-1,562,0,0,1,1,
0,20,-1,583,1,0,3,1,
0,21,-1,586,0,0,1,2,
0,22,-1,741,0,2,2,0,
0,23,-1,858,1,1,0,1,
0,24,-1,893,1,1,0,1,
0,25,-1,1425,1,1,0,0,
2,2,2670,
1,26,0,2688,1,0,0,0,
2,-1,2775,
0,27,-1,2947,0,0,1,2,
0,28,-1,3139,1,1,0,0,
2,0,3889,
2,3,4167,
2,26,4226,
0,29,-1,4330,1,0,0,1,
2,25,4362,
2,6,4547,
2,17,4741,
2,4,4786,
2,12,4841,
2,8,5019,
2,5,5607,
