4.3,1,0,1,0,1,59,2,1,0,0,0,2,1,0,0,0,
6.1,2,0,2,0,2,58,2,1,0,0,0,2,1,0,0,0,
6.575,4,0,4,0,4,54,2.25,0.75,0,0.25,0.25,2.25,0.75,0,0.25,0.25,
7.88333,6,0,6,0,6,51,2.33333,0.666667,0,0.166667,0.5,2.33333,0.666667,0,0.166667,0.5,
12.8833,6,0,6,0,6,49,2.33333,0.666667,0,0.166667,0.5,2.33333,0.666667,0,0.166667,0.5,
15.4786,7,0,7,0,7,45,2.57143,0.714286,0.142857,0.285714,0.428571,2.57143,0.714286,0.142857,0.285714,0.428571,
18.3313,8,0,8,0,8,44,2.625,0.75,0.25,0.25,0.375,2.625,0.75,0.25,0.25,0.375,
19.15,10,0,10,0,10,42,2.5,0.6,0.2,0.2,0.5,2.5,0.6,0.2,0.2,0.5,
24.15,10,0,10,0,10,41,2.5,0.6,0.2,0.2,0.5,2.5,0.6,0.2,0.2,0.5,
26.7273,11,0,11,0,11,38,2.45455,0.545455,0.181818,0.181818,0.545455,2.45455,0.545455,0.181818,0.181818,0.545455,
31.7273,11,0,11,0,11,38,2.45455,0.545455,0.181818,0.181818,0.545455,2.45455,0.545455,0.181818,0.181818,0.545455,
36.7273,11,0,11,0,11,38,2.45455,0.545455,0.181818,0.181818,0.545455,2.54545,0.545455,0.181818,0.181818,0.545455,
41.7273,11,0,11,0,11,37,2.45455,0.545455,0.181818,0.181818,0.545455,2.63636,0.545455,0.181818,0.181818,0.545455,
40.1885,13,0,13,0,13,34,2.46154,0.538462,0.153846,0.230769,0.538462,2.69231,0.538462,0.153846,0.230769,0.538462,
45.1885,13,0,13,0,13,34,2.46154,0.538462,0.153846,0.230769,0.538462,2.69231,0.538462,0.153846,0.230769,0.538462,
46.9,14,0,14,0,14,32,2.57143,0.5,0.285714,0.214286,0.571429,2.78571,0.5,0.285714,0.214286,0.571429,
51.9,14,0,14,0,14,31,2.57143,0.5,0.285714,0.214286,0.571429,2.78571,0.5,0.285714,0.214286,0.571429,
56.9,14,0,14,0,14,31,2.57143,0.5,0.285714,0.214286,0.571429,2.85714,0.5,0.285714,0.214286,0.571429,
57.8167,15,0,15,0,15,30,2.73333,0.533333,0.333333,0.266667,0.6,3,0.533333,0.333333,0.266667,0.6,
62.8167,15,0,15,0,15,30,2.73333,0.533333,0.333333,0.266667,0.6,3,0.533333,0.333333,0.266667,0.6,
56.9611,18,0,18,0,18,27,3.16667,0.611111,0.388889,0.388889,0.777778,3.38889,0.611111,0.388889,0.388889,0.777778,
58.7658,19,0,19,0,19,26,3.15789,0.578947,0.421053,0.368421,0.789474,3.36842,0.578947,0.421053,0.368421,0.789474,
63.7658,19,0,19,0,19,26,3.15789,0.578947,0.421053,0.368421,0.789474,3.42105,0.578947,0.421053,0.368421,0.789474,
68.7658,19,0,19,0,19,25,3.15789,0.578947,0.421053,0.368421,0.789474,3.42105,0.578947,0.421053,0.368421,0.789474,
70.3175,20,0,20,0,20,24,3.1,0.6,0.4,0.35,0.75,3.35,0.6,0.4,0.35,0.75,
75.3175,20,0,20,0,20,24,3.1,0.6,0.4,0.35,0.75,3.35,0.6,0.4,0.35,0.75,
80.3175,20,0,20,0,20,24,3.1,0.6,0.4,0.35,0.75,3.35,0.6,0.4,0.35,0.75,
85.3175,20,0,20,0,20,24,3.1,0.6,0.4,0.35,0.75,3.35,0.6,0.4,0.35,0.75,
90.3175,20,0,20,0,20,24,3.1,0.6,0.4,0.35,0.75,3.35,0.6,0.4,0.35,0.75,
90.9214,21,0,21,0,21,23,3.14286,0.571429,0.428571,0.380952,0.761905,3.38095,0.571429,0.428571,0.380952,0.761905,
95.9214,21,0,21,0,21,23,3.14286,0.571429,0.428571,0.380952,0.761905,3.38095,0.571429,0.428571,0.380952,0.761905,
100.921,21,0,21,0,21,23,3.14286,0.571429,0.428571,0.380952,0.761905,3.42857,0.571429,0.428571,0.380952,0.761905,
