0,0,-1,95,0,0,1,0,
0,1,-1,151,0,0,1,0,
0,2,-1,153,0,0,1,0,
0,3,-1,197,2,0,0,0,
0,4,-1,199,1,0,0,1,
0,5,-1,202,0,0,1,0,
0,6,-1,211,0,0,1,0,
0,7,-1,224,1,0,0,1,
0,8,-1,297,1,0,0,0,
0,9,-1,339,1,1,1,0,
0,10,-1,370,1,0,1,1,
0,11,-1,416,0,0,2,0,
0,12,-1,422,0,0,2,0,
0,13,-1,452,2,0,1,0,
0,14,-1,458,1,0,2,2,
0,15,-1,470,0,0,2,0,
0,16,-1,482,1,0,0,0,
0,17,-1,593,1,0,0,1,
0,18,-1,760,2,1,0,0,
0,19,-1,768,1,0,0,0,
1,20,0,1025,0,0,0,1,
2,20,1026,
0,21,-1,1114,0,1,1,1,
0,22,-1,1132,1,0,0,1,
0,23,-1,1641,1,0,0,2,
2,-1,4344,
2,-1,5182,
2,8,5304,
2,18,5441,
2,-1,5840,
2,-1,6189,
2,16,6396,
0,24,-1,6958,1,4,1,1,
2,24,6989,
0,25,-1,7242,0,1,1,0,
2,21,7269,
0,26,-1,7565,2,4,2,2,
0,27,-1,7592,1,1,0,2,
2,-1,7656,
2,-1,7727,
2,-1,8069,
2,0,8319,
2,19,9103,
2,-1,9300,
2,-1,9576,
2,-1,9722,
2,-1,9806,
2,-1,9825,
2,-1,10996,
1,28,6,12583,0,0,1,0,
2,9,12833,
2,-1,12942,
2,3,13968,
1,29,4,14077,1,0,0,1,
2,13,14218,
1,30,11,14668,0,0,2,0,
2,-1,14732,
2,6,15393,
2,28,15758,
1,31,17,16024,1,0,0,1,
2,25,16626,
2,2,17074,
2,1,17299,
2,-1,17600,
2,5,18079,
1,32,7,18418,1,0,0,1,
2,11,18518,
2,30,18577,
1,33,29,20117,1,0,0,1,
1,34,22,20188,1,0,0,1,
2,26,20796,
1,35,23,20872,1,0,0,2,
1,36,4,21411,1,0,0,1,
1,37,32,22479,1,0,0,1,
2,12,22486,
1,38,10,22537,1,1,1,0,
1,39,17,23502,1,0,0,1,
1,40,37,24711,1,0,0,0,
1,41,27,25076,1,1,0,2,
2,29,27173,
2,41,27204,
2,27,27254,
2,36,27825,
2,33,28436,
2,4,28580,
2,38,29160,
2,37,29293,
1,42,31,29898,1,0,0,1,
1,43,34,30179,1,0,0,1,
1,44,15,30752,0,0,2,0,
1,45,7,31199,1,0,0,0,
1,46,22,31573,0,1,1,0,
2,15,32096,
2,45,32192,
2,44,32389,
2,46,32460,
1,47,40,32719,1,0,0,0,
1,48,35,33033,2,0,0,1,
2,40,33624,
