4.3,1,0,1,0,1,57,2,0,0,2,0,0,
3.24286,7,0,7,0,7,45,2.28571,0.571429,0.142857,2.42857,0.571429,0.142857,
6.645,10,0,10,0,10,41,2.3,0.6,0.2,2.4,0.6,0.2,
10.7955,11,0,11,0,11,39,2.36364,0.545455,0.181818,2.45455,0.545455,0.181818,
14.0346,13,0,13,0,13,35,2.53846,0.538462,0.230769,2.61538,0.538462,0.230769,
15.0647,17,0,17,0,17,31,2.76471,0.529412,0.235294,2.88235,0.529412,0.235294,
20.0647,17,0,17,0,17,29,2.76471,0.529412,0.235294,3,0.529412,0.235294,
22.5553,19,0,19,0,19,27,2.73684,0.578947,0.263158,2.94737,0.578947,0.263158,
27.7583,19,0,18,0,18,27,2.66667,0.555556,0.222222,2.94444,0.555556,0.222222,
30.1735,20,0,17,0,17,27,2.64706,0.529412,0.176471,2.88235,0.529412,0.176471,
34.3219,20,0,16,0,16,27,2.6875,0.5,0.1875,2.9375,0.5,0.1875,
33.0233,22,0,15,0,15,24,2.6,0.4,0.2,2.8,0.4,0.2,
34.5133,23,0,15,0,15,24,2.86667,0.4,0.266667,3.06667,0.4,0.266667,
35.5469,25,0,16,0,16,19,3.1875,0.5,0.375,3.375,0.5,0.375,
42.54,25,0,15,0,15,19,3,0.466667,0.333333,3.2,0.466667,0.333333,
47.3107,25,0,14,0,14,21,2.92857,0.428571,0.285714,3.21429,0.428571,0.285714,
43.4765,28,0,17,0,17,17,3.05882,0.529412,0.352941,3.35294,0.529412,0.352941,
44.6567,29,0,15,0,15,16,3.26667,0.533333,0.4,3.53333,0.533333,0.4,
55.8909,29,0,11,0,11,14,3.09091,0.545455,0.363636,3.36364,0.545455,0.363636,
52.6125,29,0,8,0,8,11,3.25,0.75,0.5,3.5,0.75,0.5,
57.4071,29,0,7,0,7,9,3.42857,0.714286,0.571429,3.71429,0.714286,0.571429,
56.0083,29,0,6,0,6,9,3.66667,0.666667,0.666667,4,0.666667,0.666667,
53.5,31,0,6,0,6,7,4,0.666667,1,4.33333,0.666667,1,
57.1917,32,0,6,0,6,6,3.66667,0.5,0.833333,4,0.5,0.833333,
47.25,34,0,8,0,8,6,3.75,0.75,0.75,4.125,0.75,0.75,
52.25,34,0,8,0,8,6,3.75,0.75,0.75,4.125,0.75,0.75,
54.6714,35,0,7,0,7,6,3.85714,0.857143,0.714286,4.14286,0.857143,0.714286,
61.2583,37,0,6,0,6,6,3.16667,0.5,0.666667,3.5,0.5,0.666667,
50.2062,40,0,8,0,8,7,4,0.5,0.5,4.25,0.5,0.5,
39.375,43,0,6,0,6,6,2.83333,0.666667,0.5,3.16667,0.666667,0.5,
50.12,44,0,5,0,5,6,4.4,0.6,1.4,4.6,0.6,1.4,
52.85,45,0,5,0,5,6,4.4,0.6,1.4,4.8,0.6,1.4,
64.525,46,0,4,0,4,5,5.25,0.5,2,5.5,0.5,2,
55.02,48,0,5,0,5,7,4.4,0.6,1.4,4.6,0.6,1.4,
