0,0,-1,15,1,0,0,1,
0,1,-1,52,0,0,1,0,
0,2,-1,87,1,0,0,1,
0,3,-1,115,0,0,1,0,
0,4,-1,145,0,0,1,0,
0,5,-1,147,1,0,0,1,
0,6,-1,156,1,0,0,1,
0,7,-1,164,0,1,1,0,
0,8,-1,177,0,0,1,0,
0,9,-1,210,2,0,0,2,
0,10,-1,249,1,2,0,1,
0,11,-1,267,2,0,0,2,
0,12,-1,290,1,0,0,1,
0,13,-1,364,0,0,2,0,
0,14,-1,408,0,1,1,0,
0,15,-1,415,1,0,0,1,
0,16,-1,467,2,1,0,2,
0,17,-1,599,0,0,2,0,
0,18,-1,665,0,0,1,0,
0,19,-1,737,0,0,1,0,
0,20,-1,1419,1,1,0,1,
0,21,-1,2182,1,1,0,1,
2,8,4477,
2,-1,4649,
2,-1,4675,
0,22,-1,4921,0,1,1,0,
2,-1,5811,
2,-1,6211,
0,23,-1,6878,0,1,1,0,
2,-1,6973,
2,-1,7542,
2,-1,8164,
2,-1,8485,
2,-1,9061,
2,-1,9087,
0,24,-1,9193,1,3,1,1,
2,-1,9256,
2,-1,9314,
0,25,-1,9395,1,1,1,1,
2,-1,10223,
2,-1,11179,
2,-1,11248,
0,26,-1,11280,1,2,2,1,
0,27,-1,11351,2,2,0,2,
0,28,-1,11934,3,2,0,3,
2,-1,13420,
0,29,-1,13539,3,3,1,3,
2,-1,14044,
0,30,-1,14165,0,1,2,0,
2,-1,14401,
1,31,12,14725,2,0,0,2,
2,12,14881,
2,-1,15005,
2,-1,15115,
2,-1,15904,
0,32,-1,16032,0,1,1,0,
2,-1,16261,
2,-1,16678,
0,33,-1,16988,4,3,1,4,
1,34,8,17080,0,0,1,0,
0,35,-1,18195,1,0,3,1,
2,8,18592,
2,-1,19029,
2,-1,19197,
2,-1,19651,
2,-1,19879,
2,-1,20109,
2,-1,20936,
2,-1,21032,
2,-1,21498,
2,-1,21540,
2,-1,21680,
2,-1,21821,
2,-1,22811,
2,-1,23006,
2,-1,23504,
2,-1,24341,
1,36,4,24409,0,0,1,0,
2,4,24475,
2,-1,25126,
2,-1,25128,
