0,0,-1,12,0,0,1,0,
0,0,-1,12,0,0,1,0,
0,1,-1,104,1,0,0,1,
0,2,-1,175,1,0,0,1,
0,3,-1,178,1,0,0,1,
0,4,-1,186,1,0,0,1,
0,5,-1,189,1,0,1,1,
0,6,-1,196,1,0,0,1,
0,0,-1,12,0,0,1,0,
0,1,-1,104,1,0,0,1,
0,2,-1,175,1,0,0,1,
0,3,-1,178,1,0,0,1,
0,4,-1,186,1,0,0,1,
0,5,-1,189,1,0,1,1,
0,6,-1,196,1,0,0,1,
0,7,-1,218,1,0,0,1,
0,8,-1,222,1,0,0,1,
0,9,-1,264,2,0,0,2,
0,0,-1,12,0,0,1,0,
0,1,-1,104,1,0,0,1,
0,2,-1,175,1,0,0,1,
0,3,-1,178,1,0,0,1,
0,4,-1,186,1,0,0,1,
0,5,-1,189,1,0,1,1,
0,6,-1,196,1,0,0,1,
0,7,-1,218,1,0,0,1,
0,8,-1,222,1,0,0,1,
0,9,-1,264,2,0,0,2,
0,10,-1,354,2,0,0,2,
0,0,-1,12,0,0,1,0,
0,1,-1,104,1,0,0,1,
0,2,-1,175,1,0,0,1,
0,3,-1,178,1,0,0,1,
0,4,-1,186,1,0,0,1,
0,5,-1,189,1,0,1,1,
0,6,-1,196,1,0,0,1,
0,7,-1,218,1,0,0,1,
0,8,-1,222,1,0,0,1,
0,9,-1,264,2,0,0,2,
0,10,-1,354,2,0,0,2,
0,0,-1,12,0,0,1,0,
0,1,-1,104,1,0,0,1,
0,2,-1,175,1,0,0,1,
0,3,-1,178,1,0,0,1,
0,4,-1,186,1,0,0,1,
0,5,-1,189,1,0,1,1,
0,6,-1,196,1,0,0,1,
0,7,-1,218,1,0,0,1,
0,8,-1,222,1,0,0,1,
0,9,-1,264,2,0,0,2,
0,10,-1,354,2,0,0,2,
0,11,-1,501,1,0,0,1,
0,12,-1,501,0,0,1,0,
0,0,-1,12,0,0,1,0,
0,1,-1,104,1,0,0,1,
0,2,-1,175,1,0,0,1,
0,3,-1,178,1,0,0,1,
0,4,-1,186,1,0,0,1,
0,5,-1,189,1,0,1,1,
0,6,-1,196,1,0,0,1,
0,7,-1,218,1,0,0,1,
0,8,-1,222,1,0,0,1,
0,9,-1,264,2,0,0,2,
0,10,-1,354,2,0,0,2,
0,11,-1,501,1,0,0,1,
0,12,-1,501,0,0,1,0,
0,13,-1,633,0,1,1,0,
0,14,-1,644,0,0,1,0,
0,15,-1,670,1,0,0,1,
0,0,-1,12,0,0,1,0,
0,1,-1,104,1,0,0,1,
0,2,-1,175,1,0,0,1,
0,3,-1,178,1,0,0,1,
0,4,-1,186,1,0,0,1,
0,5,-1,189,1,0,1,1,
0,6,-1,196,1,0,0,1,
0,7,-1,218,1,0,0,1,
0,8,-1,222,1,0,0,1,
0,9,-1,264,2,0,0,2,
0,10,-1,354,2,0,0,2,
0,11,-1,501,1,0,0,1,
0,12,-1,501,0,0,1,0,
0,13,-1,633,0,1,1,0,
0,14,-1,644,0,0,1,0,
0,15,-1,670,1,0,0,1,
0,16,-1,733,0,0,1,0,
0,17,-1,769,0,0,1,0,
0,0,-1,12,0,0,1,0,
0,1,-1,104,1,0,0,1,
0,2,-1,175,1,0,0,1,
0,3,-1,178,1,0,0,1,
0,4,-1,186,1,0,0,1,
0,5,-1,189,1,0,1,1,
0,6,-1,196,1,0,0,1,
0,7,-1,218,1,0,0,1,
0,8,-1,222,1,0,0,1,
0,9,-1,264,2,0,0,2,
0,10,-1,354,2,0,0,2,
0,11,-1,501,1,0,0,1,
0,12,-1,501,0,0,1,0,
0,13,-1,633,0,1,1,0,
0,14,-1,644,0,0,1,0,
0,15,-1,670,1,0,0,1,
0,16,-1,733,0,0,1,0,
0,17,-1,769,0,0,1,0,
0,18,-1,805,0,1,1,0,
0,0,-1,12,0,0,1,0,
0,1,-1,104,1,0,0,1,
0,2,-1,175,1,0,0,1,
0,3,-1,178,1,0,0,1,
0,4,-1,186,1,0,0,1,
0,5,-1,189,1,0,1,1,
0,6,-1,196,1,0,0,1,
0,7,-1,218,1,0,0,1,
0,8,-1,222,1,0,0,1,
0,9,-1,264,2,0,0,2,
0,10,-1,354,2,0,0,2,
0,11,-1,501,1,0,0,1,
0,12,-1,501,0,0,1,0,
0,13,-1,633,0,1,1,0,
0,14,-1,644,0,0,1,0,
0,15,-1,670,1,0,0,1,
0,16,-1,733,0,0,1,0,
0,17,-1,769,0,0,1,0,
0,18,-1,805,0,1,1,0,
0,19,-1,908,0,1,1,0,
0,20,-1,918,0,0,1,0,
0,0,-1,12,0,0,1,0,
0,1,-1,104,1,0,0,1,
0,2,-1,175,1,0,0,1,
0,3,-1,178,1,0,0,1,
0,4,-1,186,1,0,0,1,
0,5,-1,189,1,0,1,1,
0,6,-1,196,1,0,0,1,
0,7,-1,218,1,0,0,1,
0,8,-1,222,1,0,0,1,
0,9,-1,264,2,0,0,2,
0,10,-1,354,2,0,0,2,
0,11,-1,501,1,0,0,1,
0,12,-1,501,0,0,1,0,
0,13,-1,633,0,1,1,0,
0,14,-1,644,0,0,1,0,
0,15,-1,670,1,0,0,1,
0,16,-1,733,0,0,1,0,
0,17,-1,769,0,0,1,0,
0,18,-1,805,0,1,1,0,
0,19,-1,908,0,1,1,0,
0,20,-1,918,0,0,1,0,
0,0,-1,12,0,0,1,0,
0,1,-1,104,1,0,0,1,
0,2,-1,175,1,0,0,1,
0,3,-1,178,1,0,0,1,
0,4,-1,186,1,0,0,1,
0,5,-1,189,1,0,1,1,
0,6,-1,196,1,0,0,1,
0,7,-1,218,1,0,0,1,
0,8,-1,222,1,0,0,1,
0,9,-1,264,2,0,0,2,
0,10,-1,354,2,0,0,2,
0,11,-1,501,1,0,0,1,
0,12,-1,501,0,0,1,0,
0,13,-1,633,0,1,1,0,
0,14,-1,644,0,0,1,0,
