0,0,0,0,0,0,12,0,0,0,0,0,0,
0,0,0,0,0,0,12,0,0,0,0,0,0,
0,0,0,0,0,0,12,0,0,0,0,0,0,
0,0,0,0,0,0,12,0,0,0,0,0,0,
0,0,0,0,0,0,12,0,0,0,0,0,0,
0,0,0,0,0,0,12,0,0,0,0,0,0,
3.5,1,0,1,0,1,11,2,1,0,2,1,0,
8.5,1,0,1,0,1,11,2,1,0,2,1,0,
13.5,1,0,1,0,1,11,2,1,0,2,1,0,
18.5,1,0,1,0,1,11,2,1,0,2,1,0,
23.5,1,0,1,0,1,11,2,1,0,2,1,0,
28.5,1,0,1,0,1,11,2,1,0,2,1,0,
33.5,1,0,1,0,1,11,2,1,0,2,1,0,
38.5,1,0,1,0,1,10,2,1,0,2,1,0,
43.5,1,0,1,0,1,10,2,1,0,2,1,0,
48.5,1,0,1,0,1,8,2,1,0,2,1,0,
28.175,2,0,2,0,2,7,3,1.5,0.5,3,1.5,0.5,
33.175,2,0,2,0,2,7,3,1.5,0.5,3,1.5,0.5,
38.175,2,0,2,0,2,7,3,1.5,0.5,3,1.5,0.5,
43.175,2,0,2,0,2,7,3,1.5,0.5,3,1.5,0.5,
48.175,2,0,2,0,2,6,3,1.5,0.5,3,1.5,0.5,
53.175,2,0,2,0,2,6,3,1.5,0.5,3,1.5,0.5,
58.175,2,0,2,0,2,6,3,1.5,0.5,3,1.5,0.5,
63.175,2,0,2,0,2,6,3,1.5,0.5,3,1.5,0.5,
68.175,2,0,2,0,2,6,3,1.5,0.5,3,1.5,0.5,
73.175,2,0,2,0,2,5,3,1.5,0.5,3,1.5,0.5,
78.175,2,0,2,0,2,5,3,1.5,0.5,3,1.5,0.5,
83.175,2,0,2,0,2,5,3,1.5,0.5,3,1.5,0.5,
88.175,2,0,2,0,2,5,3,1.5,0.5,3,1.5,0.5,
93.175,2,0,2,0,2,5,3,1.5,0.5,3,1.5,0.5,
98.175,2,0,2,0,2,0,3,1.5,0.5,3,1.5,0.5,
103.175,2,0,2,0,2,0,3,1.5,0.5,3,1.5,0.5,
108.175,2,0,2,0,2,0,3,1.5,0.5,3,1.5,0.5,
113.175,2,0,2,0,2,0,3,1.5,0.5,3,1.5,0.5,
118.175,2,0,2,0,2,0,3,1.5,0.5,3,1.5,0.5,
148.5,2,0,1,0,1,0,2,1,0,2,1,0,
153.5,2,0,1,0,1,0,2,1,0,2,1,0,
158.5,2,0,1,0,1,0,2,1,0,2,1,0,
163.5,2,0,1,0,1,0,2,1,0,2,1,0,
168.5,2,0,1,0,1,0,2,1,0,2,1,0,
173.5,2,0,1,0,1,0,2,1,0,2,1,0,
178.5,2,0,1,0,1,0,2,1,0,2,1,0,
183.5,2,0,1,0,1,0,2,1,0,2,1,0,
188.5,2,0,1,0,1,0,2,1,0,2,1,0,
193.5,2,0,1,0,1,0,2,1,0,2,1,0,
198.5,2,0,1,0,1,0,2,1,0,2,1,0,
0,2,0,0,0,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,0,0,0,0,
